coin_id,name,symbol,categories,last_updated
venom,Venom,venom,Infrastructure;Smart Contract Platform;Venom Ecosystem,2025-07-11T05:01:43.934253+00:00
venus,Venus,xvs,Decentralized Finance (DeFi);Yield Farming;BNB Chain Ecosystem;Binance Launchpool;Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;ZkSync Ecosystem;opBNB Ecosystem;Unichain Ecosystem,2025-07-11T05:01:44.545191+00:00
verasity,Verasity,vra,Entertainment;Wallets;Ethereum Ecosystem,2025-07-11T05:01:45.110369+00:00
verge,Verge,xvg,Smart Contract Platform;Privacy;Proof of Work (PoW);Made in USA,2025-07-11T05:01:45.676729+00:00
verus-coin,Verus,vrsc,Smart Contract Platform;Layer 1 (L1);MEV Protection;Proof of Work (PoW);Privacy Blockchain;Mobile Mining,2025-07-11T05:01:46.245154+00:00
vethor-token,VeThor,vtho,Layer 1 (L1);VeChain Ecosystem,2025-07-11T05:01:47.363221+00:00
vicicoin,ViciCoin,vcnt,BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem,2025-07-11T05:01:47.918422+00:00
virtual-protocol,Virtuals Protocol,virtual,Artificial Intelligence (AI);Solana Ecosystem;Ethereum Ecosystem;Base Ecosystem;AI Agents;Virtuals Protocol Ecosystem;AI Agent Launchpad;Binance Alpha Spotlight,2025-07-11T05:01:48.471963+00:00
vvs-finance,VVS Finance,vvs,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Automated Market Maker (AMM);Ethereum Ecosystem;Cronos Ecosystem,2025-07-11T05:01:49.022723+00:00
walrus-2,Walrus,wal,Infrastructure;Storage;Sui Ecosystem,2025-07-11T05:01:49.587935+00:00
waves,Waves,waves,Smart Contract Platform;DWF Labs Portfolio;Proof of Stake (PoS),2025-07-11T05:01:50.792806+00:00
wemix-token,WEMIX,wemix,Smart Contract Platform;Gaming (GameFi);NFT;Layer 1 (L1);Play To Earn;Gaming Blockchains;WEMIX Ecosystem,2025-07-11T05:01:52.024703+00:00
whitebit,WhiteBIT Coin,wbt,Exchange-based Tokens;Centralized Exchange (CEX) Token;Ethereum Ecosystem;Tron Ecosystem,2025-07-11T05:01:53.188479+00:00
woo-network,WOO,woo,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Automated Market Maker (AMM);BNB Chain Ecosystem;Derivatives;Perpetuals;Centralized Exchange (CEX) Token;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;ZkSync Ecosystem;Mantle Ecosystem;Linea Ecosystem;Base Ecosystem;DragonFly Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-07-11T05:01:54.287415+00:00
world-mobile-token,World Mobile Token,wmtx,BNB Chain Ecosystem;Arbitrum Ecosystem;Cardano Ecosystem;Ethereum Ecosystem;DePIN;Base Ecosystem;DWF Labs Portfolio,2025-07-11T05:01:54.829293+00:00
worldcoin-wld,Worldcoin,wld,Smart Contract Platform;Ethereum Ecosystem;Decentralized Identifier (DID);Optimism Ecosystem;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;Blockchain Capital Portfolio;Optimism Superchain Ecosystem;World Chain Ecosystem;Made in USA,2025-07-11T05:01:55.388834+00:00
wormhole,Wormhole,w,Solana Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Interoperability;Base Ecosystem;Multicoin Capital Portfolio;Cross-chain Communication;Made in USA,2025-07-11T05:01:56.016440+00:00
xdce-crowd-sale,XDC Network,xdc,Smart Contract Platform;Layer 1 (L1);Real World Assets (RWA),2025-07-11T05:02:03.219741+00:00
xyo-network,XYO Network,xyo,Internet of Things (IOT);Oracle;NFT;Metaverse;Ethereum Ecosystem;DePIN;Alleged SEC Securities;Made in USA,2025-07-11T05:02:03.764238+00:00
yearn-finance,yearn.finance,yfi,Decentralized Finance (DeFi);Yield Farming;Yield Aggregator;Yearn Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Gnosis Chain Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Index Coop Defi Index;Alameda Research Portfolio;Energi Ecosystem;Sora Ecosystem;Huobi ECO Chain Ecosystem;Blockchain Capital Portfolio,2025-07-11T05:02:04.924019+00:00
yield-guild-games,Yield Guild Games,ygg,Gaming (GameFi);NFT;BNB Chain Ecosystem;Metaverse;Collectibles;Polygon Ecosystem;Play To Earn;Harmony Ecosystem;Guild and Scholarship;Ethereum Ecosystem;Animoca Brands Portfolio;Base Ecosystem;DWF Labs Portfolio;Ronin Ecosystem;Gaming Governance Token;Andreessen Horowitz (a16z) Portfolio;Delphi Ventures Portfolio;Abstract Ecosystem,2025-07-11T06:21:36.196514+00:00
zano,Zano,zano,Smart Contract Platform;Privacy;Layer 1 (L1);Proof of Stake (PoS);Proof of Work (PoW);Zano Ecosystem;Privacy Blockchain,2025-07-11T05:02:05.482694+00:00
zcash,Zcash,zec,Smart Contract Platform;Privacy;Layer 1 (L1);Zero Knowledge (ZK);Proof of Work (PoW);Pantera Capital Portfolio;Made in USA;Coinbase 50 Index,2025-07-11T05:02:06.244137+00:00
zebec-network,Zebec Network,zbcn,Decentralized Finance (DeFi);Solana Ecosystem;Real World Assets (RWA);Payment Solutions;DePIN;Coinbase Ventures Portfolio;Alameda Research Portfolio;Circle Ventures Portfolio;OKX Ventures Portfolio;RWA Protocol;Made in USA,2025-07-11T05:02:06.779721+00:00
zelcash,Flux,flux,Artificial Intelligence (AI);Smart Contract Platform;Masternodes;DePIN;Proof of Work (PoW);Made in USA,2025-07-11T06:21:36.672329+00:00
zencash,Horizen,zen,Smart Contract Platform;Masternodes;Zero Knowledge (ZK);Proof of Work (PoW);Made in USA,2025-07-11T05:02:07.307981+00:00
zetachain,ZetaChain,zeta,Smart Contract Platform;BNB Chain Ecosystem;Layer 1 (L1);Ethereum Ecosystem;ZetaChain Ecosystem;Cross-chain Communication;Made in USA;Chain Abstraction,2025-07-11T05:02:07.893337+00:00
zignaly,ZIGChain,zig,Artificial Intelligence (AI);Smart Contract Platform;BNB Chain Ecosystem;Solana Ecosystem;Layer 1 (L1);Polygon Ecosystem;Ethereum Ecosystem;DWF Labs Portfolio;Injective Ecosystem;OKX Ventures Portfolio,2025-07-11T05:02:08.426885+00:00
zilliqa,Zilliqa,zil,Smart Contract Platform;BNB Chain Ecosystem;GMCI Layer 1 Index;GMCI Index;Made in China,2025-07-11T05:02:09.492569+00:00
zksync,ZKsync,zk,Smart Contract Platform;Layer 2 (L2);Zero Knowledge (ZK);ZkSync Ecosystem;Consensys Portfolio;Blockchain Capital Portfolio;OKX Ventures Portfolio,2025-07-11T05:02:10.386460+00:00
